id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
52517,0.0,2013-01-30,Norad,1017,DWE,29.92198788,-4.88315688,Msikiti Wa Ijumaa,0,Lake Tanganyika,Pamila,Kigoma,16,3,Kigoma Rural,Matendo,1000,False,GeoData Consultants Ltd,WUG,Pamila water project,True,1985,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
37531,0.0,2011-03-15,Nethalan,519,RWE,37.57261394,-6.12387095,Kwa Ludofina,0,Wami / Ruvu,Ndumi,Morogoro,5,6,Mvomero,Mhonda,80,True,GeoData Consultants Ltd,VWC,Mvaji ri,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
5150,0.0,2011-07-20,Hesawa,0,DWE,31.74384214,-1.47299256,Kwa Majidu Hassan,0,Lake Victoria,Mjure,Kagera,18,2,Bukoba Rural,Katerero,0,True,GeoData Consultants Ltd,VWC,WAUSA,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
61255,0.0,2013-01-18,Dwsp,0,DWE,0.0,-2e-08,Neema Ya Mungu,0,Lake Victoria,Ididi,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
46127,0.0,2013-02-04,Rwssp,0,DWE,0.0,-2e-08,Mamahuruma,0,Lake Victoria,Mwakinandago,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
10709,0.0,2011-07-07,Oxfarm,0,DWE,31.17073719,-1.51399667,Kwa Elisa,0,Lake Victoria,Omukashenyi,Kagera,18,1,Karagwe,Ndama,0,True,GeoData Consultants Ltd,VWC,Rwamgurusi miti w,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
6777,0.0,2011-03-16,Nethe,170,DWE,37.60721584,-7.46358255,Kwa Mzee Likwaukwa,0,Wami / Ruvu,Mjini,Morogoro,5,2,Morogoro Rural,Kisaki,500,True,GeoData Consultants Ltd,VWC,,True,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
36239,0.0,2011-04-13,Rc Church,0,RC Church,33.66309273,-9.006155699999999,Bruno Sanga,0,Lake Nyasa,Mwanganga,Mbeya,12,2,Mbeya Rural,Ulenje,0,False,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
55777,0.0,2011-02-23,Government Of Tanzania,2009,Commu,34.18015333,-9.34837274,none,0,Lake Nyasa,Ikiligano,Iringa,11,3,Makete,Lupalilo,0,False,GeoData Consultants Ltd,VWC,Lupali,False,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
32836,0.0,2012-10-05,Rural Water Supply And Sanitat,0,DWE,31.64705852,-3.39823562,Bulama,0,Lake Tanganyika,Bulama A,Shinyanga,17,5,Bukombe,Runzewe,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
9112,500.0,2011-03-19,Danida,1634,DWE,34.89606849,-8.73454982,none,0,Rufiji,M,Iringa,11,2,Njombe,Saja,0,True,GeoData Consultants Ltd,VWC,Nzi,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
55089,600.0,2013-01-27,Isf,836,DWE,29.73816787,-4.85694529,Mnazi Mmoja,0,Lake Tanganyika,Lufiti,Kigoma,16,3,Kigoma Rural,Mngonya,134,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
37631,0.0,2013-02-03,Lga,277,LGA,38.90148096,-10.8643987,Tankini,0,Ruvuma / Southern Coast,Tankini,Mtwara,90,33,Masasi,Chiugutwa,1,True,GeoData Consultants Ltd,VWC,,False,1980,mono,mono,motorpump,vwc,user-group,unknown,unknown,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,others
49396,2000.0,2013-11-03,Oxfam,1423,DWE,36.69094656,-3.35441265,Kwa Waziri Omar,0,Pangani,Lobora,Arusha,2,2,Arusha Rural,Moivo,200,True,GeoData Consultants Ltd,VWC,Nabaiye pipe line,True,1999,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
72831,0.0,2013-12-03,World Vision,1324,World Vision,37.92315425,-4.17769845,Kwa Greyson,0,Pangani,Mkongo,Kilimanjaro,3,3,Same,Msindo,120,True,GeoData Consultants Ltd,Water authority,Nakombo,True,1995,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
62433,0.0,2011-08-10,Kkkt,0,KKKT,32.90523727,-8.82393877,Kwa Vundwe,0,Lake Rukwa,Iganya,Mbeya,12,6,Mbozi,Isansa,0,False,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
41870,0.0,2011-03-24,World Bank,0,Inter,36.6573315,-6.26862938,Shule Ya Msingi Iduo,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Iduo,0,True,GeoData Consultants Ltd,VWC,Iduo,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,others
21853,0.0,2013-01-31,Rwssp,0,DWE,32.56979243,-3.44740745,Namba Mbili,0,Lake Victoria,Namba Mbili,Shinyanga,17,3,Kahama,Chela,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
38309,0.0,2011-08-01,World Vision,0,DWE,31.7539324,-1.3004351,Shule Ya Msingi Kilaini,0,Lake Victoria,Mahugulu,Kagera,18,2,Bukoba Rural,Katoma,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
24213,0.0,2013-02-27,Dwssp,0,DWE,0.0,-2e-08,Madili,0,Lake Victoria,Mbugani,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
45016,0.0,2011-03-23,Tado,653,Local technician,38.2285713,-4.79496171,Kwashuri,0,Pangani,Migombani,Tanga,4,2,Korogwe,Mazinde,150,True,GeoData Consultants Ltd,VWC,Mazinde ngua water,False,1994,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
49932,0.0,2011-04-13,Government Of Tanzania,0,Government,33.10749012,-8.58970215,Mzee Damas,0,Lake Rukwa,Bwawani,Mbeya,12,1,Chunya,Kanga,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
20561,30.0,2011-03-08,Government Of Tanzania,386,Go,37.92202706,-5.99110273,Zahanati Kikomba,0,Wami / Ruvu,Kikomba,Pwani,6,1,Bagamoyo,Kibindu,60,True,GeoData Consultants Ltd,VWC,Kibindu water,True,2009,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
29715,0.0,2013-02-12,Government Of Tanzania,1237,TCRS,30.98180702,-3.27089988,Kakonko Health Center,0,Lake Tanganyika,Gezaulole,Kigoma,16,1,Kibondo,Kakonko,350,True,GeoData Consultants Ltd,VWC,Muganza puping scheme,False,2010,submersible,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
64450,0.0,2012-10-04,Dwsp,0,DWE,33.46578522,-3.57392376,Kwa Mzee Gitare,0,Internal,Nhobola,Shinyanga,17,7,Shinyanga Urban,Mwamalili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay per bucket,per bucket,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
51336,0.0,2011-03-11,Kilomber,233,Kilomber,37.03736142,-7.78076609,Kwamangongo,0,Rufiji,Msolwa Kati,Morogoro,5,3,Kilombero,Kidatu,200,True,GeoData Consultants Ltd,,,True,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
23466,0.0,2011-03-31,,0,,34.70106976,-8.30068649,Kwa Luanzo,0,Rufiji,Mkindi A,Mbeya,12,7,Mbarali,Madibira,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
58203,0.0,2011-07-17,Hesawa,0,HESAWA,30.5988397,-2.56825999,Mukagandanzalo,0,Lake Victoria,Kukamasale,Kagera,18,30,Ngara,Kanazi,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair
26490,0.0,2013-01-23,Tcrs,1089,TCRS,30.31522757,-5.68755433,Plot 11,0,Lake Tanganyika,Barabara 10,Rukwa,15,1,Mpanda,Mishamo,150,True,GeoData Consultants Ltd,Water authority,,True,1982,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
36905,500.0,2011-03-14,Msabi,284,MSABI,36.53895870000001,-8.09161582,School,0,Rufiji,Msumbiji A,Morogoro,5,3,Kilombero,Idete,450,True,GeoData Consultants Ltd,,,True,2010,other - rope pump,rope pump,rope pump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
15541,0.0,2013-03-06,,1508,,34.65879056,-1.94944449,Nyagoti Primary School,0,Lake Victoria,Park B,Mara,20,2,Serengeti,Natta,375,,GeoData Consultants Ltd,Other,,True,2009,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
41485,0.0,2011-03-31,Government Of Tanzania,261,RWE,36.95306665,-7.7016375,Makilika,0,Rufiji,Kidatu A,Morogoro,5,3,Kilombero,Kidatu,140,True,GeoData Consultants Ltd,Company,Ikela Wa,True,1971,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
43919,0.0,2011-07-30,,0,,33.6540429,-9.35391688,Kwa Mzee Andekile,0,Lake Nyasa,Itula A,Mbeya,12,4,Rungwe,Ilima,0,True,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
63346,0.0,2011-07-12,El,0,EL,31.46403701,-1.72471079,Ya Wananchi,0,Lake Victoria,Rubale,Kagera,18,3,Muleba,Ngenge,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
1847,0.0,2013-02-20,Wvt,0,WVT,0.0,-2e-08,Vumilia,0,Lake Victoria,Ng'Humguluma,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
39664,0.0,2012-10-30,World Vision,0,World vision,32.09027108,-3.25280951,Nyaluhamba,0,Lake Tanganyika,Nyaluhamba,Shinyanga,17,5,Bukombe,Ilolangulu,0,False,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
64244,20.0,2011-03-09,Donor,241,WU,38.33129514,-6.45291789,Lugoba Sec School,0,Wami / Ruvu,Sekondari,Pwani,6,1,Bagamoyo,Lugoba,1274,False,GeoData Consultants Ltd,WUA,Chalinze wate,True,2004,ksb,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
52605,0.0,2013-03-13,District Council,1180,District Council,37.62964982,-3.65196285,Kwa Hamis,20,Pangani,Mombea,Kilimanjaro,3,2,Mwanga,Shinghatini,40,True,GeoData Consultants Ltd,Water Board,Mbakwe water supply,False,1995,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,other,other,functional needs repair
33056,0.0,2011-08-23,Aic,0,AIC,0.0,-2e-08,Zahanati,0,Lake Victoria,Nyansembe,Mwanza,19,6,Geita,Nyakagomba,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump,functional needs repair
3841,7200.0,2013-03-18,Private Individual,1850,Dmdd,35.90476341,-3.18231132,Kwa Merita,0,Internal,Lengipima,Arusha,24,30,Karatu,Mbulumbulu,300,True,GeoData Consultants Ltd,VWC,Vyama vya watumia maji,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
22077,0.0,2013-01-03,Tassaf,1235,Community,36.91150556,-3.35336337,Mwalimu Lymo,0,Pangani,Lerai Kati,Arusha,2,7,Meru,Maji ya Chai,120,True,GeoData Consultants Ltd,VWC,Maji ya Chai gravity water supply,False,2008,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
45881,0.0,2013-02-11,Ministry Of Water,1221,Idara ya maji,34.84180183,-6.08550347,Kwa Mika Loya,0,Rufiji,Chidamsulu A,Singida,13,3,Manyoni,Chikola,500,False,GeoData Consultants Ltd,VWC,Chikola water supply,False,1975,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,others
70052,0.0,2013-02-16,Qwickwin,1303,QWICKWIN,34.38864611,-1.6068465,Shule Ya Msingi Busawe,0,Lake Victoria,Nyambunano,Mara,20,2,Serengeti,Busawe,410,True,GeoData Consultants Ltd,WUG,QWICKWIN,True,2011,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,others
13171,0.0,2011-03-02,,-5,,39.66555782,-7.9170712,Kwa Diwani Kurungeni,0,Rufiji,Kurungeni,Pwani,60,60,Mafia,Kilindoni,48,True,GeoData Consultants Ltd,VWC,,False,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
66116,0.0,2012-10-19,Rc Cathoric,1270,RC CATHORIC,34.19357366,-1.70864081,Majengo,0,Lake Victoria,Majengo,Mara,20,3,Musoma Rural,Nyamimange,1,,GeoData Consultants Ltd,Parastatal,,False,2010,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
27527,0.0,2011-07-14,Kaemp,0,DWE,31.6252998,-1.2300393,Nyakashanga,0,Lake Victoria,Bikonge,Kagera,18,7,Misenyi,Buyango,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,improved spring,improved spring,functional needs repair
43603,0.0,2011-04-12,Government Of Tanzania,0,District Council,33.7642473,-8.97408895,Kwa Dunda Sawali,0,Rufiji,Maendeleo,Mbeya,12,2,Mbeya Rural,Ilungu,0,False,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
21496,0.0,2011-01-08,Kkkt_makwale,0,KKKT _ Konde and DWE,33.95044012,-9.41782076,Lutheran Church,0,Lake Nyasa,Mwalise,Mbeya,12,3,Kyela,Makwale,0,True,GeoData Consultants Ltd,VWC,Makwale water supplied sche,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
32531,0.0,2013-04-04,Government Of Tanzania,728,Government,37.37548616,-3.42099725,Ofisi Ya Kijiji,0,Pangani,Rau Msufini,Kilimanjaro,3,4,Moshi Rural,Mabogini,1,True,GeoData Consultants Ltd,Water authority,Coffee curing-Kahe pipeline,True,1976,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
65874,0.0,2011-07-20,Community,1140,Community,33.1705575,-2.13074824,Muungano,0,Lake Victoria,Iringo,Mwanza,19,1,Ukerewe,Ngoma,400,True,GeoData Consultants Ltd,,,True,2004,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,others
32545,0.0,2013-02-19,Danida,924,DANIDA,35.86869967,-10.61855943,Shuleni,0,Rufiji,Madukani,Ruvuma,10,5,Namtumbo,Luegu,600,True,GeoData Consultants Ltd,Parastatal,,False,1994,swn 80,swn 80,handpump,parastatal,parastatal,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
51784,0.0,2011-08-23,Undp/ilo,1826,DWE,31.66548621,-8.43303206,Kwa Tumai Haule,0,Lake Tanganyika,Itekesha B,Rukwa,15,2,Sumbawanga Rural,Mwazye,170,True,GeoData Consultants Ltd,VWC,Kalesha water supply,True,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
46505,0.0,2011-07-26,Hesawa,1174,DWE,32.93220884,-2.04937284,Kiyozo,0,Lake Victoria,Kiyozo,Mwanza,19,1,Ukerewe,Igalla,1000,True,GeoData Consultants Ltd,,,True,1999,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair
21526,0.0,2011-08-01,Hesawa,0,DWE,33.15358851,-2.47169526,Bugekele,0,Lake Victoria,Nyakasenge,Mwanza,19,2,Magu,Kongolo,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,others
59690,1000.0,2011-04-09,World Bank,0,WE,37.26852643,-6.33180436,Shuleni,0,Wami / Ruvu,Shuleni,Morogoro,5,1,Kilosa,Dumila,390,True,GeoData Consultants Ltd,VWC,,True,2005,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
68647,50.0,2013-03-14,0,-20,0,39.44213496,-6.8905616,Kwa Lucas,0,Wami / Ruvu,Kasikazini,Dar es Salaam,7,3,Temeke,Somangira,50,True,GeoData Consultants Ltd,SWC,,False,2000,mono,mono,motorpump,other - school,other,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
44334,0.0,2011-07-30,Hesawa,1194,DWE,33.07612737,-2.01171153,Kwamanywele,0,Lake Victoria,Buyoga,Mwanza,19,1,Ukerewe,Murutunguru,1500,True,GeoData Consultants Ltd,,,True,1995,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,functional needs repair
68833,20.0,2011-03-14,Donor,147,WU,38.31506003,-6.60918774,Negule,0,Wami / Ruvu,Chalinze Mzee B,Pwani,6,1,Bagamoyo,Chalinze,100,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2009,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
44007,0.0,2011-09-04,Unicef,1650,DWE,34.62576632,-9.07232112,Kwa Mahengele,0,Rufiji,Wangama,Iringa,11,4,Njombe,Usuka,45,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,others
5718,0.0,2011-07-06,Hewasa,0,DWE,31.52254456,-1.59358622,Msikitini,0,Lake Victoria,Rubale,Kagera,18,2,Bukoba Rural,Rubale,0,True,GeoData Consultants Ltd,VWC,OLD RUBALE WATER SUPPLY SCHEME,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
20725,0.0,2011-04-13,Government Of Tanzania,0,Government,33.14961422,-8.63358584,Sigula,0,Lake Rukwa,Tank,Mbeya,12,1,Chunya,Kanga,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
18595,0.0,2011-07-23,Danida,0,Central government,33.79951127,-9.51620945,Kwa Amidu Mwahesya,0,Lake Nyasa,Nkokwa,Mbeya,12,3,Kyela,Ipande,0,True,GeoData Consultants Ltd,VWC,Sinyanga  water supplied sc,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
4521,250.0,2013-02-08,Oxfam,1045,OXFAM,29.83166761,-4.64954689,Kwa Elyas,0,Lake Tanganyika,Mkoza,Kigoma,16,2,Kasulu,Munzenze,750,True,GeoData Consultants Ltd,Water authority,Nyantamba,True,2000,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
43050,0.0,2011-03-08,African,336,Kuwait,37.6110271,-6.13761804,Kwa Mwanamisi,0,Wami / Ruvu,Bwagala,Morogoro,5,6,Mvomero,Diongoya,40,True,GeoData Consultants Ltd,VWC,,True,2005,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
18878,0.0,2011-08-26,Hesawa,0,DWE,33.68098974,-2.69074991,Kwamisalaba,0,Lake Victoria,Kisesa,Mwanza,19,2,Magu,Nkungulu,0,True,GeoData Consultants Ltd,,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
18134,20.0,2013-02-26,Muwsa,793,MUWSA,37.32000115,-3.37965568,Ofisi Ya Kata,0,Pangani,Relini Street,Kilimanjaro,3,6,Moshi Rural,Arusha Chini,14,True,GeoData Consultants Ltd,Water authority,Shirimatunda water Supply,True,1998,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,others
58536,2000.0,2011-03-09,Danida,1024,DANID,35.06455773,-7.92686975,none,0,Rufiji,Majengo A,Iringa,11,1,Iringa Rural,Mahuninga,1,True,GeoData Consultants Ltd,VWC,Mahuni,True,1989,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
57532,4000.0,2011-03-15,Rc Church,2100,RC CHURCH,34.57041037,-9.34657936,Kwa Mandere,0,Lake Nyasa,Usangi,Iringa,11,4,Njombe,Igosi,35,True,GeoData Consultants Ltd,VWC,IWEKULE WATER SUPPLY,False,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
26898,250.0,2013-02-09,Imf,1298,Government,29.89506223,-4.48634305,Kwa Underson,0,Lake Tanganyika,Bujuru,Kigoma,16,2,Kasulu,Janda,570,True,GeoData Consultants Ltd,Water authority,Nyasovu,True,2007,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
49552,0.0,2011-04-01,Roman,488,Roman,37.7439564,-7.25784823,Kwa Mzee Olesti,0,Wami / Ruvu,Tamigwa,Morogoro,5,2,Morogoro Rural,Kolero,320,True,GeoData Consultants Ltd,VWC,Luka,True,1995,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
62997,0.0,2012-11-06,Ridep,0,DWE,0.0,-2e-08,none,0,Lake Victoria,Bulolambeshi,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
62361,0.0,2011-07-05,Jica,0,DWE,31.1574889,-1.38903357,Kwa Alikadi,0,Lake Victoria,Kishegeshe B,Kagera,18,1,Karagwe,Kihanga,0,True,GeoData Consultants Ltd,VWC,Katanda Water Sup,True,0,gravity,gravity,gravity,other,other,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
